lot,n,tipologie
http://w3id.org/zac/88377_lot_24,2,HOLZSKULPTUREN; PERSISCHE TEPPICHE | SILBERNE GERATE; CHINESISCHES PORZELLAN; ELFENBEINMINIATUREN; SPITZEN; FACHERSAMMLUNG
http://w3id.org/zac/88377_lot_25,2,MERLETTI | SILBERNE GERATE; CHINESISCHES PORZELLAN; ELFENBEINMINIATUREN; SPITZEN; FACHERSAMMLUNG
http://w3id.org/zac/88377_lot_8,2,HOLZSKULPTUREN; PERSISCHE TEPPICHE | SILBERNE GERATE; CHINESISCHES PORZELLAN; ELFENBEINMINIATUREN; SPITZEN; FACHERSAMMLUNG
http://w3id.org/zac/88377_lot_I,2,HOLZSKULPTUREN; PERSISCHE TEPPICHE | SILBERNE GERATE; CHINESISCHES PORZELLAN; ELFENBEINMINIATUREN; SPITZEN; FACHERSAMMLUNG
http://w3id.org/zac/88379_lot_13,2,Bronze; Messing; Zinn; Eisen | BRONZE; MESSING; ZINN; EISEN | VASI
http://w3id.org/zac/88379_lot_192,2,OGGETTI IN FERRO | Vertafelungen; Turen; Mobel
http://w3id.org/zac/88379_lot_202,2,MAIOLICHE | OGGETTI IN FERRO
http://w3id.org/zac/88379_lot_52,2,DISEGNI | VETRI
http://w3id.org/zac/88379_lot_I,2,LIBRI | OGGETTI IN RAME
http://w3id.org/zac/88385_lot_337,2,FAYENCE; MAJOLIKA | Fayence; Majolika | MAIOLICHE
http://w3id.org/zac/88385_lot_I,2,Mobel; Holzarbeiten; Kassetten; Skulpturen | Steingut; Irdenware
http://w3id.org/zac/88393_lot_138,2,CAMINI | DIPINTI
http://w3id.org/zac/88394_lot_17,2,MOBILI | TERRECOTTE
http://w3id.org/zac/88394_lot_195,2,Gobelins; Verduren; Perserteppiche; Textilien; Stickereien | SCULTURE
http://w3id.org/zac/88394_lot_301,2,GIOIELLI | MOBILI
http://w3id.org/zac/88394_lot_667,2,MAIOLICHE | PORCELLANE
http://w3id.org/zac/88395_lot_269,2,MARMI | OGGETTI IN LEGNO
http://w3id.org/zac/88396_lot_1,2,LAMPADE | DIPINTI
http://w3id.org/zac/88396_lot_12,2,LAMPADE | DIPINTI
http://w3id.org/zac/88396_lot_128,2,MAIOLICHE | DIPINTI
http://w3id.org/zac/88396_lot_13,2,CORNICI | LAMPADE
http://w3id.org/zac/88396_lot_130,2,DIPINTI | MAIOLICHE
http://w3id.org/zac/88396_lot_136,2,DIPINTI | MAIOLICHE
http://w3id.org/zac/88396_lot_176,2,DIPINTI | MAIOLICHE
http://w3id.org/zac/88396_lot_205,2,DIPINTI | MAIOLICHE
http://w3id.org/zac/88396_lot_256,2,OGGETTI VARI | VETRI
http://w3id.org/zac/88396_lot_262,2,OGGETTI VARI | VETRI
http://w3id.org/zac/88396_lot_36,2,DIPINTI | SCATOLE
http://w3id.org/zac/88396_lot_4,2,AVORI | DIPINTI
http://w3id.org/zac/88396_lot_45,2,CORNICI | DIPINTI
http://w3id.org/zac/88396_lot_474,2,ARGENTI | PORCELLANE
http://w3id.org/zac/88396_lot_51,2,DIPINTI | ZINN; KUPFER; MESSING; BRONZE
http://w3id.org/zac/88396_lot_540,2,MOBILI | ZINN; KUPFER; MESSING; BRONZE
http://w3id.org/zac/88396_lot_541,2,CANDELABRI | SCOMPARTI
http://w3id.org/zac/88396_lot_547,2,CORNICI | MOBILI
http://w3id.org/zac/88396_lot_548,2,Kaminuhr; Kandelabern | LAMPADE
http://w3id.org/zac/88396_lot_55,2,DIPINTI | Kaminuhr; Kandelabern
http://w3id.org/zac/88396_lot_550,2,Kaminuhr; Kandelabern | LAMPADE
http://w3id.org/zac/88396_lot_56,2,CORNICI | DIPINTI
http://w3id.org/zac/88396_lot_57,2,CORNICI | DIPINTI
http://w3id.org/zac/88396_lot_636,2,MOBILI | SCOMPARTI
http://w3id.org/zac/88396_lot_644,2,LAMPADE | SCOMPARTI
http://w3id.org/zac/88396_lot_648,2,OGGETTI D'ARTE POPOLARE | SCOMPARTI
http://w3id.org/zac/88396_lot_651,2,DIPINTI | SCOMPARTI
http://w3id.org/zac/88396_lot_654,2,MERLETTI | SCOMPARTI
http://w3id.org/zac/88396_lot_661,2,ARREDAMENTI | CANDELABRI
http://w3id.org/zac/88397_lot_2,2,OGGETTI IN LEGNO | STAMPE E INCISIONI
http://w3id.org/zac/88397_lot_4,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88398_lot_11,2,Bronze; Glas; Fayence | BRONZI
http://w3id.org/zac/88398_lot_12,2,Mobel; Gobelins; Teppiche; Skulpturen | OGGETTI IN LEGNO
http://w3id.org/zac/88398_lot_21,2,Bronze; Glas; Fayence | Mobel; Gobelins; Teppiche; Skulpturen
http://w3id.org/zac/88398_lot_25,2,Mobel; Gobelins; Teppiche; Skulpturen | OGGETTI IN LEGNO
http://w3id.org/zac/88399_lot_2,2,Oelgemalde; Aquarelle | OGGETTI IN LEGNO
http://w3id.org/zac/88399_lot_3,2,Oelgemalde; Aquarelle | SCOMPARTI
http://w3id.org/zac/88400_lot_148,2,OGGETTI IN LEGNO | TESSUTI
http://w3id.org/zac/88400_lot_37,2,Fayencen; Steingut | FAYENCEN; STEINGUT | TESSUTI
http://w3id.org/zac/88400_lot_94,2,OGGETTI IN RAME | VASI
http://w3id.org/zac/88401_lot_1500,2,MAIOLICHE | OGGETTI IN LATTA
http://w3id.org/zac/88401_lot_17,2,BASTONI | CERAMICHE
http://w3id.org/zac/88401_lot_18,2,BASTONI | OGGETTI IN METALLO
http://w3id.org/zac/88401_lot_20,2,OGGETTI IN METALLO | VETRI
http://w3id.org/zac/88401_lot_3,2,MAIOLICHE | OGGETTI IN LATTA
http://w3id.org/zac/88401_lot_31,2,COPPE | VETRI
http://w3id.org/zac/88401_lot_32,2,COPPE | VETRI
http://w3id.org/zac/88401_lot_36,2,VASI | VETRI
http://w3id.org/zac/88401_lot_4,2,MAIOLICHE | OGGETTI IN METALLO
http://w3id.org/zac/88401_lot_5,2,OGGETTI IN METALLO | VETRI
http://w3id.org/zac/88401_lot_6,2,CERAMICHE | SCATOLE
http://w3id.org/zac/88401_lot_60,2,MAIOLICHE | OGGETTI IN METALLO
http://w3id.org/zac/88401_lot_7,2,MAIOLICHE | OGGETTI IN METALLO
http://w3id.org/zac/88401_lot_79,2,OGGETTI IN METALLO | VETRI
http://w3id.org/zac/88403_lot_3,2,CORNICI | OGGETTI IN LEGNO
http://w3id.org/zac/88408_lot_160,2,OGGETTI VARI | OGGETTI IN FERRO
http://w3id.org/zac/88408_lot_161,2,OGGETTI IN FERRO | TERRECOTTE
http://w3id.org/zac/88408_lot_162,2,OGGETTI IN FERRO | OGGETTI VARI
http://w3id.org/zac/88408_lot_163,2,ARMI | OGGETTI VARI
http://w3id.org/zac/88408_lot_3,2,TERRECOTTE | TELER; SCHUSSELN; TERRINEN; SCHALEN; TASSEN
http://w3id.org/zac/88408_lot_516,2,OGGETTI VARI | OTTONI
http://w3id.org/zac/88408_lot_581,2,CORNICI | OGGETTI VARI
http://w3id.org/zac/88408_lot_61,2,OGGETTI VARI | TERRECOTTE
http://w3id.org/zac/88408_lot_66,2,OGGETTI VARI | TERRECOTTE
http://w3id.org/zac/88408_lot_8,2,OGGETTI VARI | TERRECOTTE
http://w3id.org/zac/88409_lot_20,2,Bucher; Kunstblatter | ACQUEFORTI
http://w3id.org/zac/88409_lot_277,2,OGGETTI IN LEGNO | TEPPICHE; TEXTILIEN | Teppiche; Textilien
http://w3id.org/zac/88409_lot_855,2,Bucher; Kunstblatter | FOTOGRAFIE
http://w3id.org/zac/88409_lot_I,2,Bucher; Kunstblatter | HOLZ; ELFENBEIN | Holz; Elfenbein
http://w3id.org/zac/88411_lot_18,2,OGGETTI IN RAME | OGGETTI IN METALLO
http://w3id.org/zac/88411_lot_229,2,CORNICI | OGGETTI IN LEGNO
http://w3id.org/zac/88412_lot_17,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_20,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_22,2,OGGETTI IN LEGNO | PORCELLANE
http://w3id.org/zac/88412_lot_24,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_27,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_28,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_31,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_37,2,OGGETTI VARI | PORCELLANE
http://w3id.org/zac/88412_lot_40,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_42,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88412_lot_43,2,KLEINKUNST; MINIATUREN; TEXTILIEN | PORCELLANE
http://w3id.org/zac/88413_lot_10,2,CERAMICHE | OGGETTI IN ORO
http://w3id.org/zac/88413_lot_12,2,CERAMICHE | OGGETTI IN FERRO
http://w3id.org/zac/88413_lot_13,2,CERAMICHE | VASI
http://w3id.org/zac/88413_lot_17,2,CERAMICHE | OGGETTI IN ORO
http://w3id.org/zac/88413_lot_257,2,ARREDAMENTI | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88413_lot_3,2,CERAMICHE | OGGETTI IN ORO
http://w3id.org/zac/88413_lot_450,2,OGGETTI IN LEGNO | VASI
http://w3id.org/zac/88413_lot_5,2,CERAMICHE | VASI
http://w3id.org/zac/88413_lot_7,2,CERAMICHE | VASI
http://w3id.org/zac/88413_lot_I2,2,OGGETTI IN METALLO | SCATOLE
http://w3id.org/zac/88413_lot_I4,2,CERAMICHE | OGGETTI IN METALLO
http://w3id.org/zac/88413_lot_I7,2,CERAMICHE | OGGETTI IN METALLO
http://w3id.org/zac/88413_lot_II,2,CERAMICHE | OGGETTI IN FERRO
http://w3id.org/zac/88414_lot_I,2,CAMINI | VETRI
http://w3id.org/zac/88415_lot_12,2,OGGETTI D'ARTE ORIENTALE | OGGETTI IN LEGNO
http://w3id.org/zac/88415_lot_15,2,OGGETTI D'ARTE ORIENTALE | SCATOLE
http://w3id.org/zac/88415_lot_21,2,BANDIERE | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88415_lot_26,2,ARREDAMENTI | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88415_lot_27,2,OGGETTI D'ARTE ORIENTALE | OGGETTI IN LEGNO
http://w3id.org/zac/88415_lot_28,2,Dritter Tag | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88415_lot_3,2,COPPE | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88415_lot_37,2,Dritter Tag | OGGETTI IN LEGNO
http://w3id.org/zac/88415_lot_39,2,CORNICI | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88415_lot_4,2,OGGETTI D'ARTE ORIENTALE | OGGETTI IN RAME
http://w3id.org/zac/88416_lot_172,2,OGGETTI IN PELLE | OGGETTI IN ORO
http://w3id.org/zac/88416_lot_18,2,ARGENTI | Terracotta; Steingut
http://w3id.org/zac/88416_lot_2,2,MOBEL; EINRICHTUNGSGEGENSTANDE | Mobel; Einrichtungsgegenstande | VETRI
http://w3id.org/zac/88416_lot_2041,2,ARGENTI | Mobel; Einrichtungsgegenstande | MOBEL; EINRICHTUNGSGEGENSTANDE
http://w3id.org/zac/88416_lot_228,2,ARGENTI | MOBEL; EINRICHTUNGSGEGENSTANDE | Mobel; Einrichtungsgegenstande
http://w3id.org/zac/88416_lot_28,2,ARGENTI | OGGETTI IN LEGNO
http://w3id.org/zac/88416_lot_30,2,ARGENTI | Terracotta; Steingut
http://w3id.org/zac/88416_lot_4,2,Bronze; Messing; Kupfer | BRONZE; MESSING; KUPFER | OGGETTI IN ORO
http://w3id.org/zac/88416_lot_6,2,OGGETTI IN ORO | OGGETTI IN FERRO
http://w3id.org/zac/88416_lot_666,2,BRONZE; MESSING; KUPFER | Bronze; Messing; Kupfer | OGGETTI IN FERRO
http://w3id.org/zac/88416_lot_I,2,ARGENTI | Mobel; Einrichtungsgegenstande | MOBEL; EINRICHTUNGSGEGENSTANDE
http://w3id.org/zac/88417_lot_10,2,OGGETTI IN ORO | SCULTURE
http://w3id.org/zac/88417_lot_1015,2,Fayence; Porzellan; Glas | PIATTI
http://w3id.org/zac/88417_lot_1164,2,TAPPETI | Stickereien; Teppiche
http://w3id.org/zac/88417_lot_1178,2,VETRI | SCOMPARTI
http://w3id.org/zac/88417_lot_12,2,OGGETTI IN ORO | SCULTURE
http://w3id.org/zac/88417_lot_141,2,CORNICI | OGGETTI IN PIOMBO
http://w3id.org/zac/88417_lot_16,2,CORNICI | OGGETTI IN ORO
http://w3id.org/zac/88417_lot_20,2,OGGETTI IN ORO | SCULTURE
http://w3id.org/zac/88417_lot_23,2,OGGETTI IN ORO | OGGETTI IN PIOMBO
http://w3id.org/zac/88417_lot_26,2,OGGETTI IN ORO | STAMPE E INCISIONI
http://w3id.org/zac/88417_lot_308,2,CORNICI | OGGETTI VARI
http://w3id.org/zac/88417_lot_430,2,CORNICI | SCULTURE
http://w3id.org/zac/88417_lot_472,2,CORNICI | OGGETTI IN PIOMBO
http://w3id.org/zac/88417_lot_537,2,OGGETTI IN PIOMBO | SCULTURE
http://w3id.org/zac/88417_lot_588,2,ARGENTI | SCULTURE
http://w3id.org/zac/88417_lot_590,2,OGGETTI IN PIOMBO | SCULTURE
http://w3id.org/zac/88417_lot_668,2,OGGETTI IN PIOMBO | SCULTURE
http://w3id.org/zac/88417_lot_669,2,STAMPE E INCISIONI | SCULTURE
http://w3id.org/zac/88417_lot_671,2,OGGETTI IN PIOMBO | SCULTURE
http://w3id.org/zac/88417_lot_672,2,FOTOGRAFIE | SCULTURE
http://w3id.org/zac/88417_lot_7,2,CORNICI | OGGETTI IN ORO
http://w3id.org/zac/88417_lot_8,2,BRONZI | OGGETTI IN ORO
http://w3id.org/zac/88417_lot_85,2,CORNICI | OGGETTI IN ORO
http://w3id.org/zac/88417_lot_87,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88417_lot_88,2,OGGETTI IN ORO | STAMPE E INCISIONI
http://w3id.org/zac/88417_lot_89,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88417_lot_90,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88417_lot_91,2,ARGENTI | STAMPE E INCISIONI
http://w3id.org/zac/88417_lot_92,2,OGGETTI IN ORO | STAMPE E INCISIONI
http://w3id.org/zac/88420_lot_2,2,MINIATURE | OGGETTI IN LEGNO
http://w3id.org/zac/88420_lot_76,2,OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88422_lot_22,2,OGGETTI IN LEGNO | OGGETTI D'ARTE
http://w3id.org/zac/88422_lot_25,2,OGGETTI IN LEGNO | PORCELLANE
http://w3id.org/zac/88422_lot_29,2,PORCELLANE | VETRI
http://w3id.org/zac/88422_lot_34,2,OGGETTI IN LEGNO | PORCELLANE
http://w3id.org/zac/88422_lot_91,2,MAIOLICHE | OGGETTI IN LEGNO
http://w3id.org/zac/88423_lot_10,2,MOBILI | OGGETTI IN LEGNO
http://w3id.org/zac/88423_lot_21,2,OGGETTI IN PIOMBO | POLTRONE
http://w3id.org/zac/88423_lot_5,2,ACQUEFORTI | MOBILI
http://w3id.org/zac/88424_lot_22,2,GEMALDE; ZEICHNUNGEN; AQUARELLE; MINIATUREN | Textilien; Teppiche | TEXTILIEN; TEPPICHE
http://w3id.org/zac/88424_lot_25,2,MOBILI | TEXTILIEN; TEPPICHE | Textilien; Teppiche
http://w3id.org/zac/88424_lot_26,2,CORNICI | MOBILI
http://w3id.org/zac/88424_lot_27,2,MOBILI | MINIATURE
http://w3id.org/zac/88424_lot_32,2,MINIATURE | MOBILI
http://w3id.org/zac/88424_lot_37,2,CORNICI | MINIATURE
http://w3id.org/zac/88427_lot_1001,2,CANDELABRI | SCULTURE
http://w3id.org/zac/88427_lot_109,2,OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88427_lot_606,2,OGGETTI IN LATTA | Silber; Bronze; Kupfer; Zinn
http://w3id.org/zac/88427_lot_616,2,BRONZI | MOBILI
http://w3id.org/zac/88427_lot_619,2,OGGETTI IN LATTA | OGGETTI VARI
http://w3id.org/zac/88427_lot_66,2,OGGETTI IN LEGNO | SCULTURE
http://w3id.org/zac/88427_lot_686,2,CERAMICHE | MOBILI
http://w3id.org/zac/88430_lot_6,2,OGGETTI D'ARTE ORIENTALE | OGGETTI IN METALLO
http://w3id.org/zac/88435_lot_100,2,BASTONI | Textilien; Gobelins
http://w3id.org/zac/88435_lot_I,2,CORNICI | CAMINI
http://w3id.org/zac/88436_lot_12,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_16,2,Aquarelle; Handzeichnungen | AQUARELLE; HANDZEICHNUNGEN | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_18,2,Aquarelle; Handzeichnungen | AQUARELLE; HANDZEICHNUNGEN | STAMPE E INCISIONI
http://w3id.org/zac/88436_lot_2,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_20,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | OGGETTI IN RAME
http://w3id.org/zac/88436_lot_21,2,Aquarelle; Handzeichnungen | AQUARELLE; HANDZEICHNUNGEN | ANTICHITA'
http://w3id.org/zac/88436_lot_23,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_24,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_27,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | OGGETTI IN RAME
http://w3id.org/zac/88436_lot_30,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_31,2,Aquarelle; Handzeichnungen | AQUARELLE; HANDZEICHNUNGEN | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_32,2,Aquarelle; Handzeichnungen | CORNICI | AQUARELLE; HANDZEICHNUNGEN
http://w3id.org/zac/88436_lot_38,2,CORNICI | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_39,2,Aquarelle; Handzeichnungen | AQUARELLE; HANDZEICHNUNGEN | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_6,2,KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE | OGGETTI IN LEGNO
http://w3id.org/zac/88436_lot_7,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88436_lot_9,2,AQUARELLE; HANDZEICHNUNGEN | Aquarelle; Handzeichnungen | KUPFERSTICHE; SCHABKUNSTBLATTER; FARBENDRUCKE
http://w3id.org/zac/88438_lot_3,2,OGGETTI IN METALLO | OGGETTI IN LEGNO
http://w3id.org/zac/88438_lot_9,2,OGGETTI IN LEGNO | OGGETTI IN RAME
http://w3id.org/zac/88441_lot_2,2,ARREDAMENTI | POLTRONE
http://w3id.org/zac/88442_lot_13,2,OGGETTI IN RAME | OGGETTI IN LEGNO
http://w3id.org/zac/88442_lot_17,2,OGGETTI IN RAME | STAMPE E INCISIONI
http://w3id.org/zac/88442_lot_19,2,OGGETTI IN LEGNO | OGGETTI IN RAME
http://w3id.org/zac/88443_lot_9,2,OGGETTI VARI | OGGETTI IN LEGNO
http://w3id.org/zac/88444_lot_1,2,DIPINTI | OGGETTI D'ARTE
http://w3id.org/zac/88444_lot_111,2,MOBILI | SCOMPARTI
http://w3id.org/zac/88444_lot_37,2,OGGETTI IN LEGNO | TESSUTI
http://w3id.org/zac/88444_lot_39,2,OGGETTI IN LEGNO | TESSUTI
http://w3id.org/zac/88444_lot_419,2,OGGETTI IN LATTA | PORCELLANE
http://w3id.org/zac/88444_lot_42,2,OGGETTI D'ARTE | OGGETTI IN LEGNO
http://w3id.org/zac/88445_lot_12,2,DIPINTI | Porzellan; Fayence; Steingut
http://w3id.org/zac/88447_lot_1,2,Gold; Silber; Zinn | OGGETTI IN ORO
http://w3id.org/zac/88447_lot_14,2,OGGETTI IN ORO | STAMPE E INCISIONI
http://w3id.org/zac/88447_lot_5,2,Gold; Silber; Zinn | OGGETTI IN ORO
http://w3id.org/zac/88447_lot_834,2,Gold; Silber; Zinn | VASI
http://w3id.org/zac/88447_lot_842,2,Gold; Silber; Zinn | OGGETTI IN METALLO
http://w3id.org/zac/88448_lot_73,2,OGGETTI VARI | VASI
http://w3id.org/zac/88452_lot_6,2,ARGENTI | DIPINTI
http://w3id.org/zac/88453_lot_341,2,MOBILI | SCULTURE
http://w3id.org/zac/88453_lot_365,2,BAULI | SCULTURE
http://w3id.org/zac/88454_lot_2,2,CORNICI | TESSUTI
http://w3id.org/zac/88457_lot_666,2,Gobelins; Perserteppiche | PORCELLANE
http://w3id.org/zac/88457_lot_866,2,GLAS; KERAMIK | Gobelins; Perserteppiche | Glas; Keramik
http://w3id.org/zac/88458_lot_2,2,OGGETTI IN LEGNO | OGGETTI IN METALLO
http://w3id.org/zac/88458_lot_3,2,OGGETTI IN LEGNO | OGGETTI IN RAME
http://w3id.org/zac/88461_lot_10,2,CORNICI | OROLOGI
http://w3id.org/zac/88461_lot_511,2,ARMI | VETRI
http://w3id.org/zac/88461_lot_65,2,Holz; Elfenbein | HOLZ; ELFENBEIN | OGGETTI IN LEGNO
http://w3id.org/zac/88462_lot_1257,2,CERAMICHE | OGGETTI IN ORO
http://w3id.org/zac/88462_lot_131,2,CERAMICHE | SPECCHI
http://w3id.org/zac/88462_lot_248,2,OGGETTI IN LEGNO | SCULTURE
http://w3id.org/zac/88462_lot_34,2,OGGETTI D'ARTE ORIENTALE | TESSUTI
http://w3id.org/zac/88462_lot_41,2,OGGETTI IN ORO | STAMPE E INCISIONI
http://w3id.org/zac/88462_lot_42,2,OGGETTI LACCATI | OGGETTI IN ORO
http://w3id.org/zac/88462_lot_44,2,KUPFERSTICHE; FARBDRUCKE | TESSUTI
http://w3id.org/zac/88462_lot_45,2,KUPFERSTICHE; FARBDRUCKE | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88462_lot_46,2,OGGETTI D'ARTE ORIENTALE | TESSUTI
http://w3id.org/zac/88462_lot_47,2,KUPFERSTICHE; FARBDRUCKE | SCATOLE
http://w3id.org/zac/88462_lot_52,2,STAMPE E INCISIONI | TESSUTI
http://w3id.org/zac/88462_lot_53,2,KUPFERSTICHE; FARBDRUCKE | TESSUTI
http://w3id.org/zac/88462_lot_71,2,OGGETTI D'ARTE ORIENTALE | PIATTI
http://w3id.org/zac/88462_lot_724,2,CERAMICHE | VASI
http://w3id.org/zac/88462_lot_735,2,CERAMICHE | VASI
http://w3id.org/zac/88462_lot_98,2,OGGETTI D'ARTE ORIENTALE | SCOMPARTI
http://w3id.org/zac/88463_lot_106,2,DIPINTI | OGGETTI IN LEGNO
http://w3id.org/zac/88463_lot_606,2,AVORI | OGGETTI IN LEGNO
http://w3id.org/zac/88463_lot_666,2,GIOIELLI | OGGETTI D'ARTE ORIENTALE
http://w3id.org/zac/88466_lot_235,2,OGGETTI IN LEGNO | TEXTILIEN; TEPPICHE | Textilien; Teppiche
http://w3id.org/zac/88466_lot_275,2,TEXTILIEN; TEPPICHE | Textilien; Teppiche | TAPPETI
http://w3id.org/zac/88466_lot_677,2,OGGETTI IN ORO | PORCELLANE
http://w3id.org/zac/88466_lot_9,2,PIATTI | PORCELLANE
http://w3id.org/zac/88467_lot_109,2,OGGETTI IN LATTA | OGGETTI IN ORO
http://w3id.org/zac/88467_lot_399,2,CORNICI | ACQUERELLI
http://w3id.org/zac/88467_lot_4,2,OGGETTI IN ORO | Porzellane; Fayencen; Steingut
http://w3id.org/zac/88467_lot_6,2,OGGETTI IN ORO | VETRI
http://w3id.org/zac/88467_lot_665,2,Bronze; Messing | CAMINI
http://w3id.org/zac/88467_lot_764,2,Briefmarkensammlungen; Munzen | ARGENTI
http://w3id.org/zac/88467_lot_82,2,CORNICI | OGGETTI IN ORO
http://w3id.org/zac/88467_lot_832,2,Mobel; Spiegel; Saulen | OGGETTI IN LEGNO
http://w3id.org/zac/88468_lot_2,2,OGGETTI IN LEGNO | STAMPE E INCISIONI
http://w3id.org/zac/88468_lot_3,2,OGGETTI IN LEGNO | STAMPE E INCISIONI
http://w3id.org/zac/88472_lot_12,2,CORNICI | VETRI
http://w3id.org/zac/88472_lot_659,2,OGGETTI D'ARTE ORIENTALE | PIATTI
http://w3id.org/zac/88473_lot_8,2,BAULI | OGGETTI VARI
http://w3id.org/zac/88474_lot_210,2,OGGETTI IN LATTA | TESSUTI
http://w3id.org/zac/88474_lot_225,2,MAIOLICHE | TESSUTI
http://w3id.org/zac/88474_lot_3,2,Arbeiten in Silber und Gold; Dosen; Schmudk | TESSUTI
http://w3id.org/zac/88474_lot_4,2,ARTI GRAFICHE | OGGETTI IN ORO
http://w3id.org/zac/88474_lot_54,2,Arbeiten in Silber und Gold; Dosen; Schmudk | TESSUTI
http://w3id.org/zac/88476_lot_2,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88476_lot_3,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88476_lot_4,2,CORNICI | STAMPE E INCISIONI
http://w3id.org/zac/88477_lot_2,2,CRISTALLI | OGGETTI IN LEGNO
http://w3id.org/zac/88477_lot_36,2,CORNICI | ARMI
http://w3id.org/zac/88477_lot_886,2,CRISTALLI | PIATTI
http://w3id.org/zac/88480_lot_11,2,ACQUERELLI | STAMPE E INCISIONI
http://w3id.org/zac/88480_lot_14,2,ACQUERELLI | OGGETTI VARI
http://w3id.org/zac/88480_lot_3,2,ACQUERELLI | STAMPE E INCISIONI
http://w3id.org/zac/88480_lot_4,2,ACQUERELLI | STAMPE E INCISIONI
http://w3id.org/zac/88480_lot_5,2,ACQUERELLI | STAMPE E INCISIONI
http://w3id.org/zac/88480_lot_8,2,ACQUERELLI | STAMPE E INCISIONI
http://w3id.org/zac/88480_lot_9,2,ACQUERELLI | STAMPE E INCISIONI
http://w3id.org/zac/88482_lot_18,2,LAMPADE | VETRI
http://w3id.org/zac/88482_lot_22,2,LAMPADE | VETRI
http://w3id.org/zac/88482_lot_25,2,OGGETTI IN ORO | VETRI
http://w3id.org/zac/88482_lot_30,2,VETRI | PORZELLAN; STEINZEUG; FAYENCE
http://w3id.org/zac/88482_lot_31,2,PORZELLAN; STEINZEUG; FAYENCE | VETRI
http://w3id.org/zac/88482_lot_33,2,VETRI | PORZELLAN; STEINZEUG; FAYENCE
http://w3id.org/zac/88482_lot_34,2,VETRI | PORZELLAN; STEINZEUG; FAYENCE
http://w3id.org/zac/88482_lot_36,2,PIATTI | PORZELLAN; STEINZEUG; FAYENCE
